quotation_id,quotation_date,print_category,quantity,standard_size,width,height,paper_type,gsm,colour_mode,sides,page_count,finishing_type,urgency,delivery_requirement,printing_cost,finishing_cost,delivery_cost,total_price,location,data_source,access_date,data_type
SYN-0111,,booklets,300,A5,,,ivory board,120.0,black and white,single-sided,12.0,matte lamination,rush (same/next day),delivery,39279.0,900.0,350.0,54591.65,Galle,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0112,,booklets,1000,A6,,,bristol board,120.0,full colour,single-sided,12.0,gloss lamination,standard,self-collection,135350.0,3000.0,0.0,138350.0,Gampaha,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0113,,booklets,100,A5,,,art paper,250.0,black and white,double-sided,16.0,creasing,urgent (1-2 days),island-wide courier,18177.72,200.0,650.0,22703.26,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0114,,booklets,500,A4,,,bond paper,80.0,black and white,double-sided,32.0,perforation,urgent (1-2 days),island-wide courier,165710.0,1000.0,650.0,200702.0,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0115,,booklets,1000,A5,,,bristol board,350.0,black and white,double-sided,4.0,matte lamination,standard,self-collection,64671.0,3000.0,0.0,67671.0,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0116,,booklets,100,A6,,,sticker paper,100.0,full colour,single-sided,32.0,creasing,urgent (1-2 days),island-wide courier,33473.5,200.0,650.0,41058.2,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0117,,booklets,150,A5,,,art paper,250.0,full colour,double-sided,16.0,foil finishing,standard,island-wide courier,29309.4,1500.0,650.0,31459.4,Negombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0118,,booklets,1000,A3,,,bristol board,100.0,full colour,single-sided,12.0,perforation,rush (same/next day),delivery,134862.5,2000.0,350.0,185114.38,Matara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0119,,booklets,200,A4,,,ivory board,80.0,black and white,single-sided,24.0,none,standard,delivery,50025.0,0.0,350.0,50375.0,Galle,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0120,,booklets,200,A3,,,sticker paper,80.0,black and white,single-sided,8.0,spot UV,urgent (1-2 days),self-collection,17220.0,2400.0,0.0,23544.0,Kaduwela,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0121,,invitations,150,A5,,,bristol board,300.0,black and white,single-sided,,none,standard,self-collection,8884.38,0.0,0.0,8884.38,Negombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0122,,invitations,5000,A6,,,art paper,120.0,full colour,single-sided,,none,standard,island-wide courier,214500.0,0.0,650.0,215150.0,Gampaha,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0123,,invitations,100,A3,,,art paper,350.0,full colour,double-sided,,embossing,rush (same/next day),island-wide courier,10840.72,800.0,650.0,16364.97,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0124,,invitations,2000,A3,,,sticker paper,100.0,full colour,single-sided,,creasing,rush (same/next day),self-collection,84150.0,4000.0,0.0,119002.5,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0125,,invitations,750,A4,,,art paper,250.0,full colour,double-sided,,gloss lamination,standard,delivery,65637.0,2250.0,350.0,68237.0,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0126,,invitations,150,A6,,,sticker paper,120.0,full colour,double-sided,,perforation,urgent (1-2 days),delivery,13316.16,300.0,350.0,16689.39,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0127,,invitations,100,A5,,,sticker paper,350.0,full colour,single-sided,,creasing,standard,delivery,6775.45,200.0,350.0,7325.45,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0128,,invitations,750,A5,,,art paper,250.0,full colour,double-sided,,embossing,rush (same/next day),delivery,65637.0,6000.0,350.0,97059.95,Galle,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0129,,invitations,1000,A5,,,art paper,80.0,black and white,single-sided,,binding,standard,island-wide courier,28875.0,15000.0,650.0,44525.0,Galle,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0130,,invitations,2000,A6,,,sticker paper,80.0,black and white,double-sided,,binding,urgent (1-2 days),island-wide courier,92400.0,30000.0,650.0,147530.0,Colombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0131,,invitations,300,A6,,,bristol board,300.0,black and white,double-sided,,perforation,standard,self-collection,26964.54,600.0,0.0,27564.54,Negombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0132,,invitations,100,A6,,,sticker paper,120.0,black and white,double-sided,,foil finishing,rush (same/next day),self-collection,6214.21,1000.0,0.0,9739.18,Gampaha,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0133,,invitations,5000,A5,,,sticker paper,300.0,full colour,single-sided,,none,standard,delivery,251625.0,0.0,350.0,251975.0,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0134,,invitations,500,A3,,,bond paper,80.0,full colour,single-sided,,gloss lamination,standard,island-wide courier,21037.5,1500.0,650.0,23187.5,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0135,,invitations,2000,A5,,,ivory board,100.0,full colour,double-sided,,embossing,standard,delivery,168300.0,16000.0,350.0,184650.0,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0136,,invitations,5000,A3,,,art paper,300.0,black and white,single-sided,,matte lamination,rush (same/next day),self-collection,176137.5,15000.0,0.0,258035.62,Kaduwela,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0137,,invitations,1000,A3,,,ivory board,350.0,full colour,double-sided,,binding,urgent (1-2 days),self-collection,104775.0,15000.0,0.0,143730.0,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0138,,invitations,750,A3,,,bristol board,80.0,full colour,double-sided,,none,standard,delivery,72930.0,0.0,350.0,73280.0,Colombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0139,,invitations,200,A3,,,bond paper,120.0,full colour,single-sided,,foil finishing,urgent (1-2 days),self-collection,9472.32,2000.0,0.0,13766.78,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0140,,invitations,750,A5,,,bond paper,100.0,black and white,double-sided,,perforation,rush (same/next day),island-wide courier,36049.86,1500.0,650.0,51342.31,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0141,,certificates,750,A6,,,art paper,350.0,black and white,double-sided,,creasing,standard,delivery,54406.8,1500.0,350.0,56256.8,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0142,,certificates,750,A4,,,ivory board,350.0,black and white,double-sided,,binding,standard,delivery,68008.5,11250.0,350.0,79608.5,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0143,,certificates,1000,A6,,,bristol board,350.0,full colour,single-sided,,gloss lamination,standard,delivery,74295.0,3000.0,350.0,77645.0,Gampaha,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0144,,certificates,100,A3,,,bristol board,250.0,black and white,double-sided,,embossing,standard,self-collection,9914.49,800.0,0.0,10714.49,Gampaha,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0145,,certificates,2000,A5,,,bristol board,100.0,black and white,double-sided,,spot UV,standard,self-collection,133660.8,24000.0,0.0,157660.8,Negombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0146,,certificates,150,A6,,,bond paper,300.0,black and white,single-sided,,creasing,urgent (1-2 days),island-wide courier,6709.88,300.0,650.0,9061.85,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0147,,certificates,5000,A5,,,bristol board,120.0,full colour,single-sided,,gloss lamination,urgent (1-2 days),delivery,304200.0,15000.0,350.0,383390.0,Kaduwela,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0148,,certificates,5000,A3,,,bristol board,80.0,full colour,single-sided,,creasing,urgent (1-2 days),self-collection,292500.0,10000.0,0.0,363000.0,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0149,,certificates,300,A6,,,art paper,80.0,full colour,double-sided,,perforation,rush (same/next day),self-collection,26496.0,600.0,0.0,36579.6,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0150,,certificates,200,A5,,,sticker paper,120.0,black and white,double-sided,,none,urgent (1-2 days),self-collection,12859.39,0.0,0.0,15431.27,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0151,,certificates,2000,A4,,,bond paper,350.0,black and white,single-sided,,creasing,urgent (1-2 days),island-wide courier,72009.0,4000.0,650.0,91860.8,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0152,,certificates,500,A5,,,ivory board,120.0,full colour,double-sided,,none,rush (same/next day),island-wide courier,53040.0,0.0,650.0,72254.0,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0153,,certificates,500,A4,,,sticker paper,80.0,full colour,double-sided,,foil finishing,rush (same/next day),island-wide courier,40800.0,5000.0,650.0,62480.0,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0154,,certificates,100,A3,,,bond paper,300.0,full colour,double-sided,,binding,standard,island-wide courier,10224.58,1500.0,650.0,12374.58,Kaduwela,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0155,,certificates,2000,A3,,,bristol board,250.0,black and white,single-sided,,binding,rush (same/next day),delivery,95823.0,30000.0,350.0,170211.05,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0156,,certificates,300,A4,,,bond paper,100.0,full colour,double-sided,,spot UV,standard,self-collection,24323.33,3600.0,0.0,27923.33,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0157,,certificates,300,A4,,,sticker paper,80.0,full colour,single-sided,,matte lamination,rush (same/next day),delivery,16560.0,900.0,350.0,23921.0,Galle,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0158,,certificates,150,A4,,,sticker paper,350.0,full colour,single-sided,,none,urgent (1-2 days),delivery,11087.1,0.0,350.0,13654.52,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0159,,certificates,5000,A5,,,ivory board,120.0,black and white,single-sided,,foil finishing,urgent (1-2 days),self-collection,204750.0,50000.0,0.0,305700.0,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0160,,certificates,1000,A4,,,bristol board,250.0,full colour,double-sided,,matte lamination,standard,island-wide courier,109512.0,3000.0,650.0,113162.0,Kaduwela,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0161,,menus,50,A3,,,ivory board,350.0,black and white,double-sided,12.0,perforation,standard,delivery,8167.0,100.0,350.0,8617.0,Galle,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0162,,menus,1000,A3,,,bond paper,300.0,black and white,double-sided,4.0,spot UV,urgent (1-2 days),delivery,57669.6,12000.0,350.0,83953.52,Matara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0163,,menus,750,A3,,,bristol board,300.0,full colour,single-sided,4.0,gloss lamination,urgent (1-2 days),self-collection,52832.25,2250.0,0.0,66098.7,Jaffna,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0164,,menus,500,A6,,,bond paper,100.0,full colour,single-sided,24.0,creasing,rush (same/next day),self-collection,126704.5,1000.0,0.0,172401.08,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0165,,menus,50,A6,,,art paper,80.0,black and white,double-sided,12.0,matte lamination,rush (same/next day),island-wide courier,7180.0,150.0,650.0,10545.5,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0166,,menus,200,A6,,,art paper,120.0,black and white,single-sided,4.0,binding,rush (same/next day),island-wide courier,10018.56,3000.0,650.0,18225.06,Kandy,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0167,,menus,1000,A3,,,sticker paper,300.0,black and white,single-sided,12.0,matte lamination,urgent (1-2 days),delivery,129215.0,3000.0,350.0,159008.0,Kalutara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0168,,menus,200,A3,,,ivory board,300.0,black and white,single-sided,16.0,perforation,urgent (1-2 days),self-collection,35892.6,400.0,0.0,43551.12,Matara,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0169,,menus,50,A5,,,ivory board,350.0,full colour,double-sided,32.0,none,urgent (1-2 days),self-collection,19310.0,0.0,0.0,23172.0,Negombo,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
SYN-0170,,menus,100,A4,,,bristol board,300.0,black and white,single-sided,32.0,embossing,rush (same/next day),delivery,34230.68,800.0,350.0,47641.42,Kurunegala,Synthetic rule-based generation (see pricing rules in this notebook),,Synthetic prototype record
